City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Bangui,CF,4.3612,18.555,86.0,62,0,3.44,smoke
347,Bose,IT,45.4612,8.0137,46.0,93,53,2.19,broken clouds
348,Jackson,US,42.4165,-122.8345,55.4,44,75,18.41,broken clouds
349,Youghal,IE,51.95,-7.8506,46.0,100,90,11.5,light intensity drizzle
350,Dwarka,IN,22.2394,68.9678,67.68,70,0,9.93,clear sky
351,Ambilobe,MG,-13.2,49.05,74.84,93,1,2.01,clear sky
352,Itabera,BR,-23.8619,-49.1372,73.85,86,100,3.0,overcast clouds
353,Nacimiento,CL,-37.5,-72.6667,75.2,43,75,6.91,light rain
354,Ormara,PK,25.2088,64.6357,69.85,80,0,10.87,clear sky
355,Kamenka,RU,51.3223,42.7678,21.99,97,14,8.99,few clouds
356,Kaputa,ZM,-8.4689,29.6619,71.28,82,100,6.44,light rain
357,Rawson,AR,-43.3002,-65.1023,80.01,27,53,23.06,broken clouds
358,Thinadhoo,MV,0.5333,72.9333,81.99,78,100,11.79,overcast clouds
359,Carauari,BR,-4.8828,-66.8958,83.98,86,47,1.99,scattered clouds
360,Itacare,BR,-14.2775,-38.9967,84.2,70,40,9.22,scattered clouds
361,Townsville,AU,-19.25,146.8,75.2,88,100,6.08,overcast clouds
362,Chivilcoy,AR,-34.8957,-60.0167,66.0,66,100,8.01,light rain
363,Sioux Lookout,CA,50.1001,-91.917,26.6,86,90,6.91,light snow
364,Quatre Cocos,MU,-20.2078,57.7625,81.0,78,75,11.5,broken clouds
365,Tromso,NO,69.6496,18.957,24.01,93,75,2.3,light snow
366,Mariental,NA,-24.6333,17.9667,84.79,13,70,12.84,broken clouds
367,Cowra,AU,-33.8333,148.6833,61.0,92,0,5.03,clear sky
368,Surgut,RU,61.25,73.4167,8.6,92,40,2.24,light snow
369,Honiara,SB,-9.4333,159.95,80.24,80,98,12.26,overcast clouds
370,Lookan,PH,5.037,120.1027,80.56,82,100,14.16,overcast clouds
371,Quipile,CO,4.7481,-74.5631,66.2,42,75,11.5,broken clouds
372,Iqaluit,CA,63.7506,-68.5145,-5.8,77,75,3.44,broken clouds
373,Mlonggo,ID,-6.5333,110.7,78.87,83,100,10.54,light rain
374,South Lake Tahoe,US,38.9332,-119.9844,42.8,56,90,10.36,overcast clouds
375,Codajas,BR,-3.8367,-62.0569,88.0,60,29,5.88,scattered clouds
376,Yichang,CN,30.7144,111.2847,42.01,77,100,2.75,overcast clouds
377,Ponferrada,ES,42.5466,-6.5962,55.0,91,100,11.5,overcast clouds
378,Buraydah,SA,26.326,43.975,60.8,51,0,3.44,clear sky
379,Manzhouli,CN,49.6,117.4333,-23.84,82,0,9.42,clear sky
380,Langenburg,DE,49.2544,9.8458,33.8,93,90,8.05,overcast clouds
381,Krasnoarmeysk,RU,51.0239,45.6969,35.01,98,100,5.01,overcast clouds
382,Omboue,GA,-1.5746,9.2618,78.4,84,100,3.85,overcast clouds
383,Katherine,AU,-14.4667,132.2667,77.0,88,40,7.52,scattered clouds
384,Ust-Maya,RU,60.4167,134.5333,-38.45,81,100,2.64,overcast clouds
385,Yulara,AU,-25.2406,130.9889,86.0,19,98,11.5,overcast clouds
386,Baymak,RU,52.5933,58.3225,10.76,96,6,2.91,clear sky
387,Ust-Omchug,RU,61.15,149.6333,-30.95,79,99,9.1,overcast clouds
388,Ayagoz,KZ,47.9714,80.4392,11.39,83,100,4.68,overcast clouds
389,Sobolevo,RU,54.4299,31.8996,20.88,96,95,12.64,overcast clouds
390,Tabou,CI,4.423,-7.3528,78.64,87,50,8.28,scattered clouds
391,Toropets,RU,56.4978,31.6353,23.61,96,100,11.9,snow
392,Pangnirtung,CA,66.1451,-65.7125,-5.8,84,75,3.06,light snow
393,Devaprayag,IN,30.15,78.6167,48.69,48,0,3.49,clear sky
394,Houston,US,29.7633,-95.3633,66.2,39,1,17.27,clear sky
395,Auki,SB,-8.7676,160.7034,80.56,83,100,13.51,overcast clouds
396,Nome,US,64.5011,-165.4064,-5.8,59,1,8.05,clear sky
397,Starosubkhangulovo,RU,53.1031,57.4423,18.05,93,33,3.96,scattered clouds
398,Muborak,UZ,39.2553,65.1528,47.52,91,100,8.41,overcast clouds
399,Marsh Harbour,BS,26.5412,-77.0636,72.09,67,100,15.5,overcast clouds
400,San Patricio,US,28.017,-97.5169,82.4,18,1,17.27,clear sky
401,Borzya,RU,50.3833,116.5167,-23.28,84,82,6.64,broken clouds
402,Haines Junction,CA,60.7522,-137.5108,-9.4,77,82,2.21,broken clouds
403,Cidreira,BR,-30.1811,-50.2056,78.26,86,100,7.4,overcast clouds
404,Adrar,MR,20.5022,-10.0711,70.34,20,0,7.07,clear sky
405,Purranque,CL,-40.9167,-73.1667,78.8,34,20,5.75,few clouds
406,Whitianga,NZ,-36.8333,175.7,68.0,89,21,1.01,few clouds
407,Ixtapa,MX,20.7,-105.2,75.2,64,1,8.05,clear sky
408,Bitung,ID,1.4451,125.1824,75.2,100,40,2.3,scattered clouds
409,Kaseda,JP,31.4167,130.3167,41.0,70,1,4.0,clear sky
410,Solnechnyy,RU,50.7214,136.6319,-19.71,84,18,1.63,few clouds
411,Karratha,AU,-20.7377,116.8463,86.59,53,98,14.56,overcast clouds
412,Vao,NC,-22.6667,167.4833,76.12,75,100,23.91,overcast clouds
413,Terni,IT,42.6833,12.3167,48.0,44,84,1.14,broken clouds
414,Dreux,FR,48.6667,1.25,48.2,93,90,6.91,overcast clouds
415,Coihaique,CL,-45.5752,-72.0662,77.0,29,20,5.75,few clouds
416,Nanyamba,TZ,-10.6833,39.8333,72.23,99,98,4.38,overcast clouds
417,Singkang,MY,2.1006,102.7994,75.2,94,20,3.44,few clouds
418,Olafsvik,IS,64.8945,-23.7142,29.28,96,100,10.83,light snow
419,Mahebourg,MU,-20.4081,57.7,80.6,78,75,11.5,broken clouds
420,Camana,PE,-16.6228,-72.7111,74.68,62,0,8.99,clear sky
421,Copiapo,CL,-27.3667,-70.3333,71.6,64,20,16.11,few clouds
422,Bandundu,CD,-3.3167,17.3667,75.42,83,11,1.86,light rain
423,Beira,MZ,-19.8436,34.8389,80.6,82,0,9.53,clear sky
424,Broken Hill,AU,-31.95,141.4333,73.4,28,75,3.44,broken clouds
425,Itoman,JP,26.1247,127.6694,60.8,72,40,5.75,scattered clouds
426,Campbellsville,US,37.3434,-85.3419,46.99,87,90,16.11,overcast clouds
427,Olga,RU,43.7444,135.2892,12.22,95,100,5.82,light snow
428,Beruwala,LK,6.4788,79.9828,74.75,89,41,3.47,scattered clouds
429,Wanning,CN,18.8003,110.3967,66.42,88,17,5.35,few clouds
430,Kijang,KR,35.2442,129.2139,51.8,93,90,14.97,moderate rain
431,Mehamn,NO,71.0357,27.8492,26.6,86,90,14.97,snow
432,Gisborne,NZ,-38.6533,178.0042,57.99,81,88,4.0,overcast clouds
433,Cockburn Town,TC,21.4612,-71.1419,78.8,53,40,12.66,scattered clouds
434,Sept-Iles,CA,50.2001,-66.3821,28.99,50,100,3.44,overcast clouds
435,Smithers,CA,54.7804,-127.1743,23.0,86,75,6.91,broken clouds
436,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,54,0,20.71,clear sky
437,Malinalco,MX,18.95,-99.5,82.4,30,1,3.44,clear sky
438,Laranjeiras Do Sul,BR,-25.4078,-52.4161,67.12,100,100,3.09,light rain
439,Anadyr,RU,64.75,177.4833,5.0,85,90,22.37,heavy snow
440,College,US,64.8569,-147.8028,-5.8,77,90,0.45,light snow
441,Melita,CA,49.2681,-100.9967,11.62,93,28,3.42,scattered clouds
442,Dauphin,CA,51.1494,-100.0502,19.4,93,90,3.44,overcast clouds
443,Bugiri,UG,0.5714,33.7417,69.21,78,100,6.04,overcast clouds
444,Praia Da Vitoria,PT,38.7333,-27.0667,66.2,77,40,25.08,scattered clouds
445,Coffs Harbour,AU,-30.3,153.1333,69.8,88,75,4.61,broken clouds
446,Wum,CM,6.3833,10.0667,69.55,24,0,2.55,clear sky
447,Dingle,PH,10.9995,122.6711,72.27,90,94,8.59,overcast clouds
448,Ahipara,NZ,-35.1667,173.1667,65.01,66,0,4.05,clear sky
449,Natal,BR,-5.795,-35.2094,86.0,62,40,18.41,scattered clouds
450,Chacabuco,AR,-34.6417,-60.4739,68.0,76,100,4.0,overcast clouds
451,Guadalupe Y Calvo,MX,26.1,-106.9667,68.99,22,76,4.29,broken clouds
452,Esmeralda,CU,21.8525,-78.1169,86.0,48,40,9.22,scattered clouds
453,Hamilton,US,39.1834,-84.5333,39.99,93,90,3.44,moderate rain
454,Aquiraz,BR,-3.9014,-38.3911,84.2,74,20,16.11,few clouds
455,Flinders,AU,-34.5833,150.8552,68.0,89,89,1.01,overcast clouds
456,Atlantic City,US,39.3643,-74.4229,33.01,93,90,5.75,light snow
457,Saint George,US,37.1041,-113.5841,53.01,61,1,3.51,clear sky
458,Iskateley,RU,67.6803,53.1512,7.88,95,71,8.68,broken clouds
459,Havoysund,NO,70.9963,24.6622,26.6,80,75,14.97,light snow
460,Huilong,CN,31.8111,121.655,54.0,59,100,3.24,overcast clouds
461,Romny,UA,50.751,33.4747,19.58,97,52,7.16,broken clouds
462,Port Hedland,AU,-20.3167,118.5667,77.0,88,75,16.11,light rain
463,Palmer,US,42.1584,-72.3287,23.0,49,75,0.51,broken clouds
464,Anori,BR,-3.7728,-61.6442,87.96,61,13,4.81,few clouds
465,San Javier,ES,37.8063,-0.8374,66.0,72,20,4.61,few clouds
466,Fenoarivo Atsinanana,MG,-17.3667,49.4167,79.57,82,38,4.25,light rain
467,Kudahuvadhoo,MV,2.6708,72.8944,81.25,80,2,13.42,clear sky
468,Sumbe,AO,-11.2061,13.8437,77.38,79,3,5.86,clear sky
469,Alexandria,EG,31.2156,29.9553,57.2,77,0,4.61,clear sky
470,Manta,EC,-0.95,-80.7333,80.6,78,75,9.22,light rain
471,Severobaykalsk,RU,55.65,109.3167,-21.06,78,17,4.07,few clouds
472,Hami,CN,42.8,93.45,25.25,78,0,7.9,clear sky
473,Mandalgovi,MN,45.7625,106.2708,-12.57,79,0,20.45,clear sky
474,Muromtsevo,RU,56.3724,75.2418,-0.83,91,7,5.39,clear sky
475,Itarema,BR,-2.9248,-39.9167,83.17,71,0,16.55,clear sky
476,Luena,AO,-11.7833,19.9167,64.99,85,99,4.36,overcast clouds
477,Douglas,US,41.3,-96.167,32.0,69,90,13.8,overcast clouds
478,Buchanan,LR,5.8808,-10.0467,80.6,89,75,7.45,broken clouds
479,Vanimo,PG,-2.6741,141.3028,77.4,89,100,9.33,heavy intensity rain
480,Monrovia,LR,6.3005,-10.7969,80.6,89,75,10.29,broken clouds
481,San Andres,CO,12.5847,-81.7006,84.2,65,20,14.97,few clouds
482,Joetsu,JP,37.1483,138.2364,24.01,84,6,10.54,clear sky
483,Ammon,US,43.4696,-111.9666,32.0,74,1,5.75,clear sky
484,Colares,PT,38.7992,-9.4469,60.01,97,100,15.99,overcast clouds
485,Cornelio Procopio,BR,-23.1811,-50.6467,78.8,78,40,6.91,scattered clouds
486,Saint-Augustin,CA,51.226,-58.6502,22.89,92,100,11.65,overcast clouds
487,Astoria,US,46.1879,-123.8313,44.01,93,90,4.61,light rain
488,Eureka,US,40.8021,-124.1637,54.0,82,90,9.22,overcast clouds
489,Rancho Santa Margarita,US,33.6409,-117.6031,68.0,30,97,3.0,overcast clouds
490,Chumikan,RU,54.7183,135.315,-22.05,76,0,23.85,clear sky
491,Nadym,RU,65.5333,72.5167,-5.31,91,87,6.55,overcast clouds
492,Guiratinga,BR,-16.3494,-53.7583,87.49,54,71,5.19,broken clouds
493,Senneterre,CA,48.3835,-77.2328,3.2,72,20,5.75,few clouds
494,Acapulco,MX,16.8634,-99.8901,84.2,70,1,8.05,clear sky
495,Camopi,GF,3.1655,-52.3158,76.37,95,100,4.94,overcast clouds
496,Cedar City,US,37.6775,-113.0619,37.4,48,1,3.44,clear sky
497,Sola,VU,-13.8833,167.55,78.4,84,100,10.71,overcast clouds
498,Cedral,MX,23.8,-100.7333,76.39,23,0,9.57,clear sky
499,Emilio Carranza,MX,19.9711,-96.6114,76.1,76,85,11.3,overcast clouds
500,Marrakesh,MA,31.6315,-8.0083,64.4,52,0,8.05,clear sky
501,Pyshchug,RU,58.8873,45.7134,30.65,99,100,11.01,snow
502,Oranjemund,NA,-28.55,16.4333,65.17,87,8,7.9,clear sky
503,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,88.88,52,62,4.92,broken clouds
504,Egvekinot,RU,66.3167,-179.1667,-12.42,86,100,17.76,overcast clouds
505,Zhigansk,RU,66.7697,123.3711,-45.58,76,41,1.23,scattered clouds
506,Puerto Del Rosario,ES,28.5004,-13.8627,68.0,64,20,11.5,few clouds
507,Jaisalmer,IN,26.9147,70.9181,63.19,24,0,9.17,clear sky
508,Merauke,ID,-8.4667,140.3333,79.41,86,100,10.94,overcast clouds
509,Zaozerne,UA,45.1582,33.2787,46.99,69,100,5.99,overcast clouds
510,Waipawa,NZ,-41.4122,175.5153,61.0,77,2,17.27,clear sky
511,Sayula,MX,19.8667,-103.6167,84.2,45,1,3.06,clear sky
512,Winnemucca,US,40.973,-117.7357,39.2,56,90,8.05,overcast clouds
513,Comodoro Rivadavia,AR,-45.8667,-67.5,75.2,43,40,23.02,scattered clouds
514,Chicama,PE,-7.8447,-79.1469,71.6,78,0,12.66,clear sky
515,Elizabeth City,US,36.2946,-76.2511,45.0,93,90,6.91,moderate rain
516,Pombas,CV,17.1503,-25.0201,73.4,73,40,28.77,scattered clouds
517,Rocha,UY,-34.4833,-54.3333,67.68,74,99,12.82,overcast clouds
518,Pitimbu,BR,-7.4706,-34.8086,86.0,66,40,16.11,scattered clouds
519,Simao,CN,22.7886,100.9748,51.67,95,3,2.01,clear sky
520,Nizhniy Tsasuchey,RU,50.5167,115.1333,-16.44,80,73,13.51,broken clouds
521,Sitka,US,57.0531,-135.33,37.4,65,40,4.0,scattered clouds
522,Beloha,MG,-25.1667,45.05,77.95,78,49,3.58,scattered clouds
523,Alba,PL,52.0324,23.1165,14.94,96,0,7.63,clear sky
524,Brattvag,NO,62.6002,6.4434,28.4,93,40,4.61,scattered clouds
525,Urucui,BR,-7.2294,-44.5561,88.88,54,59,5.53,broken clouds
526,Faya,SA,18.3851,42.4509,60.8,47,0,6.91,clear sky
527,Bograd,RU,54.2344,90.8328,-20.2,83,61,4.07,smoke
528,Noumea,NC,-22.2763,166.4572,78.01,94,90,2.3,overcast clouds
529,Cachira,CO,7.741,-73.0483,93.2,31,20,16.11,few clouds
530,George,ZA,-33.963,22.4617,68.0,83,90,20.71,light rain
531,Ondjiva,AO,-17.0667,15.7333,69.85,75,100,6.82,overcast clouds
532,Fukue,JP,32.6881,128.8419,59.18,71,100,26.87,overcast clouds
533,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.83,52,10,10.0,moderate rain
534,Airai,TL,-8.9266,125.4092,61.03,100,100,3.74,moderate rain
535,Miri,MY,4.4148,114.0089,78.8,94,40,5.75,scattered clouds
536,Jacqueville,CI,5.2052,-4.4146,82.4,89,20,8.05,few clouds
537,Manavalakurichi,IN,8.1333,77.3,84.2,70,40,6.98,haze
538,Erenhot,CN,43.6475,111.9767,-5.17,89,45,6.06,scattered clouds
539,Aripuana,BR,-9.1667,-60.6333,89.69,56,49,2.28,light rain
540,Bandar,ID,2.05,99.75,71.29,92,100,1.88,overcast clouds
541,Guerrero Negro,MX,27.9769,-114.0611,69.19,30,76,5.41,broken clouds
542,Vaasa,FI,63.096,21.6158,19.0,85,100,1.14,overcast clouds
543,Capao Bonito,BR,-24.0058,-48.3494,71.44,92,100,3.89,overcast clouds
544,Sinjar,IQ,36.3209,41.8754,43.48,84,99,13.42,overcast clouds
545,Half Moon Bay,US,37.4636,-122.4286,63.0,71,1,6.91,clear sky
546,Anloga,GH,5.7947,0.8973,84.2,84,20,12.66,few clouds
547,Axim,GH,4.8699,-2.2405,79.79,86,12,8.97,few clouds
548,Wilmington,US,34.2257,-77.9447,60.8,82,90,14.97,overcast clouds
549,Saint-Pierre,RE,-21.3393,55.4781,82.4,65,0,18.41,clear sky
550,Koslan,RU,63.4564,48.8989,23.47,97,100,10.0,snow
551,Okotoks,CA,50.7289,-113.9828,32.0,59,75,5.75,broken clouds
552,Port Keats,AU,-14.25,129.55,76.14,92,100,1.03,overcast clouds
553,Mount Isa,AU,-20.7333,139.5,80.6,57,99,6.11,overcast clouds
554,Hargeysa,SO,9.56,44.065,59.13,77,0,10.22,clear sky
555,Camacupa,AO,-12.0167,17.4833,64.31,94,100,4.97,light rain
556,Dera Bugti,PK,29.0307,69.151,62.24,26,0,6.4,clear sky
557,Shestakovo,RU,56.4915,103.96,-37.71,78,42,3.13,scattered clouds
558,Ulladulla,AU,-35.35,150.4667,66.2,100,90,1.45,overcast clouds
559,Danielskuil,ZA,-28.1887,23.5395,71.69,22,0,11.43,clear sky
560,Capaccio,IT,40.4244,15.0809,50.0,88,99,3.0,overcast clouds
561,Tingi,TZ,-11.3,35.0333,65.77,95,100,4.54,moderate rain
562,Torbat-E Jam,IR,35.244,60.6225,46.27,48,100,4.41,overcast clouds
563,Graaff-Reinet,ZA,-32.2522,24.5308,77.0,44,0,5.01,clear sky
564,Moindou,NC,-21.6924,165.677,71.6,94,90,2.3,overcast clouds
565,Oltina,RO,44.1667,27.6667,37.99,81,100,8.99,overcast clouds
566,Biak,ID,-0.9131,122.8766,76.42,80,100,4.45,overcast clouds
567,Pedernales,DO,18.0384,-71.744,83.26,58,26,2.95,scattered clouds
568,Puerto Escondido,MX,15.85,-97.0667,86.0,84,20,6.91,few clouds
569,Hualmay,PE,-11.0964,-77.6139,77.2,61,52,14.12,broken clouds
570,Bocas Del Toro,PA,9.3333,-82.25,75.0,44,43,8.01,scattered clouds
571,Kotelnich,RU,58.3089,48.348,29.01,98,100,17.22,snow
572,Kimbe,PG,-5.5502,150.1429,77.38,85,99,2.3,overcast clouds
573,Tubuala,PA,9.5167,-79.0333,89.6,51,40,4.61,scattered clouds
574,Abreu E Lima,BR,-7.9117,-34.9028,80.6,65,40,9.22,scattered clouds
575,Upington,ZA,-28.4478,21.2561,80.6,17,0,5.75,clear sky
576,Den Helder,NL,52.9599,4.7593,33.01,74,90,12.66,overcast clouds
577,Tabas,IR,33.5959,56.9244,50.0,34,34,4.61,scattered clouds
578,Aberdeen,GB,57.1437,-2.0981,32.0,86,75,4.61,broken clouds
579,Chibuto,MZ,-24.6867,33.5306,80.15,76,98,11.72,overcast clouds
580,Fruitvale,US,39.0817,-108.4968,42.01,52,1,11.5,clear sky
581,Qasigiannguit,GL,68.8193,-51.1922,8.6,47,75,21.85,broken clouds
582,Aksu,CN,41.1231,80.2644,20.37,79,0,3.76,clear sky
583,Palmares Do Sul,BR,-30.2578,-50.5097,81.16,82,100,3.89,moderate rain
584,Lafiagi,NG,8.8667,5.4167,87.1,13,72,2.71,broken clouds
585,Kovdor,RU,67.5662,30.4758,5.61,95,80,2.19,broken clouds
586,Lavrentiya,RU,65.5833,-171.0,-8.07,85,100,14.88,overcast clouds
587,Champerico,GT,14.3,-91.9167,91.4,52,20,9.22,few clouds
588,Craig,US,40.5153,-107.5464,32.0,74,1,4.61,clear sky
589,Ocampo,MX,21.65,-101.5,71.67,22,0,11.65,clear sky
590,Dunedin,NZ,-45.8742,170.5036,61.0,71,100,4.0,overcast clouds
591,Kigoma,TZ,-4.8769,29.6267,74.84,78,100,4.29,light rain
592,Meulaboh,ID,4.1363,96.1285,75.92,86,76,3.38,broken clouds
593,Nezhinka,RU,51.7676,55.3694,23.0,93,75,17.9,broken clouds
594,Clyde River,CA,70.4692,-68.5914,-5.8,71,75,10.36,broken clouds
595,Tinskoy,RU,56.1525,96.9161,-32.71,82,4,3.0,clear sky
596,Rumphi,MW,-11.0186,33.8575,66.0,90,100,3.53,light rain
597,Chimore,BO,-16.9833,-65.1333,81.18,91,99,2.46,overcast clouds
598,Anaconda,US,46.1285,-112.9423,30.99,73,1,6.2,clear sky
599,Panjab,AF,34.388,67.0233,13.32,92,1,3.13,clear sky
600,Tchaourou,BJ,8.8865,2.5975,83.82,15,89,3.36,overcast clouds
601,Saint-Gaudens,FR,43.0833,0.6667,52.0,100,20,5.75,few clouds
602,Ozernovskiy,RU,51.5,156.5167,10.0,94,100,16.13,snow
603,Ketchikan,US,55.3422,-131.6461,33.8,86,75,3.44,broken clouds
604,Trat,TH,12.5,102.5,70.56,79,2,1.72,clear sky
605,Srandakan,ID,-7.9386,110.2506,77.07,85,100,3.06,overcast clouds
606,Pacific Grove,US,36.6177,-121.9166,57.99,71,1,4.61,clear sky
607,Salvador,SV,13.8333,-88.9167,89.6,37,0,5.75,clear sky
608,Davidson,US,36.1501,-86.7833,48.2,81,90,16.11,overcast clouds
609,Mengcheng,CN,33.2579,116.5655,45.05,76,93,7.76,overcast clouds
610,Kharp,RU,66.8014,65.8081,-20.43,86,85,2.73,overcast clouds
611,Konya,TR,38.1667,32.5,41.0,81,0,6.91,clear sky
612,Colchester,GB,51.8892,0.9042,39.0,100,100,1.01,light rain
613,Pochutla,MX,15.7432,-96.4661,90.0,43,1,9.22,clear sky
614,Luau,AO,-10.7073,22.2247,67.05,96,100,2.98,overcast clouds
615,Maturin,VE,9.75,-63.1767,78.57,84,84,10.22,broken clouds
616,Kollam,IN,8.8833,76.6,84.2,70,40,4.72,haze
617,Kupang,ID,-10.1667,123.5833,79.07,85,100,13.78,moderate rain
618,Vila,PT,42.0304,-8.1588,52.0,95,100,21.0,overcast clouds
619,Mandera,KE,3.9366,41.867,83.53,23,54,12.06,broken clouds
620,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,91.4,55,40,9.22,scattered clouds
621,Altamira,BR,-3.2033,-52.2064,86.0,70,75,4.61,broken clouds
622,Okha,RU,53.5739,142.9478,-14.8,82,0,19.73,clear sky
623,Yar-Sale,RU,66.8333,70.8333,-7.82,91,99,7.23,overcast clouds
624,Port Macquarie,AU,-31.4333,152.9167,68.0,100,40,5.64,scattered clouds
625,Opuwo,NA,-18.0607,13.84,71.56,48,100,12.15,overcast clouds
626,La Palma,US,33.8464,-118.0467,70.0,34,75,0.63,broken clouds
627,Nemuro,JP,43.3236,145.575,19.49,90,0,13.91,clear sky
628,Monte Alegre,BR,-2.0078,-54.0692,90.93,44,4,8.66,clear sky
629,Piacabucu,BR,-10.4056,-36.4344,80.92,72,100,10.49,overcast clouds
630,Xiangxiang,CN,27.7333,112.5333,48.88,89,94,3.62,overcast clouds
631,Anopino,RU,55.6981,40.6671,20.64,96,100,12.57,overcast clouds
632,Makarov,RU,48.6333,142.8,-4.7,86,1,5.14,clear sky
633,Blackwater,AU,-23.5833,148.8833,69.6,83,1,7.07,clear sky
634,Isla Vista,US,34.4133,-119.861,62.01,62,100,1.01,overcast clouds
635,Anuradhapura,LK,8.3565,80.4173,71.85,97,17,4.68,few clouds
636,Pangkalanbuun,ID,-2.6833,111.6167,74.26,97,98,2.51,light rain
637,Agadir,MA,30.4202,-9.5982,57.2,88,0,4.7,clear sky
638,Harlingen,US,26.1906,-97.6961,79.0,29,90,17.27,overcast clouds
639,Hambantota,LK,6.1241,81.1185,77.13,82,54,12.68,broken clouds
640,Belaya Gora,RU,68.5333,146.4167,-33.61,83,100,4.12,overcast clouds
641,Nanchang,CN,28.6833,115.8833,49.57,86,100,4.52,overcast clouds
642,Sri Aman,MY,1.2376,111.4621,75.2,94,100,3.44,moderate rain
643,Corrente,BR,-3.7367,-43.3394,80.04,91,97,1.97,overcast clouds
644,Nanga Eboko,CM,4.6833,12.3667,76.86,47,52,3.31,broken clouds
645,Helong,CN,42.5397,128.9972,19.45,92,12,4.94,few clouds
646,Butembo,CD,0.15,29.2833,61.14,81,33,3.11,scattered clouds
647,Qui Nhon,VN,13.7667,109.2333,70.12,85,99,8.95,overcast clouds
648,Mahajanga,MG,-15.7167,46.3167,80.6,83,20,2.3,light rain
649,Tarancon,ES,40.0085,-3.0073,54.0,9,100,38.99,overcast clouds
650,Nishihara,JP,26.1842,127.7558,60.8,72,40,5.75,scattered clouds
651,Saint-Jean-De-Braye,FR,47.913,1.9771,50.0,93,90,14.97,overcast clouds
652,Poronaysk,RU,49.2167,143.1167,-13.2,85,0,4.23,clear sky
653,Andenes,NO,69.3143,16.1194,30.2,93,75,21.85,heavy intensity rain
654,Samarai,PG,-10.6167,150.6667,81.68,76,0,13.51,clear sky
655,Tsiroanomandidy,MG,-18.7667,46.0333,69.82,88,8,2.57,clear sky
656,Russell,US,32.3502,-85.1999,64.4,88,90,4.61,light rain
657,Malanje,AO,-9.5402,16.341,65.3,92,77,4.18,broken clouds
658,Griffith,US,41.5284,-87.4237,32.0,93,90,10.36,snow
659,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.0,67,54,8.95,broken clouds
660,Svetlyy,RU,54.675,20.1347,30.2,80,75,17.9,snow
661,Nizhniy Kuranakh,RU,58.8353,125.4869,-44.88,75,99,3.02,overcast clouds
662,Ipixuna,BR,-1.7625,-48.8043,80.6,89,75,4.61,broken clouds
663,Antofagasta,CL,-23.65,-70.4,75.99,60,20,14.97,few clouds
664,Izhma,RU,65.0083,53.9113,23.2,97,100,10.09,light snow
665,Pita,GN,10.8333,-12.5833,77.76,19,0,2.33,clear sky
666,Vallenar,CL,-28.5708,-70.7581,85.46,27,0,12.46,clear sky
667,Ust-Kuyga,RU,70.0167,135.6,-38.11,80,93,4.61,overcast clouds
668,Dunda,TZ,-8.1167,34.25,67.73,88,100,2.75,overcast clouds
669,Warrington,GB,53.3925,-2.5802,37.99,65,0,6.91,clear sky
670,Changji,CN,44.0167,87.3167,3.2,85,75,2.24,light snow
671,Nieuw Amsterdam,SR,5.8833,-55.0833,84.2,70,40,16.11,scattered clouds
672,Strezhevoy,RU,60.7333,77.5889,-4.0,84,90,6.71,light snow
673,Nabire,ID,-3.3667,135.4833,76.39,89,95,1.81,overcast clouds
674,Abha,SA,18.2164,42.5053,60.8,47,0,6.91,clear sky
675,Langsa,ID,4.4683,97.9683,72.91,89,88,1.88,overcast clouds
676,Jiexiu,CN,37.0244,111.9125,35.17,66,0,6.67,clear sky
677,Tignere,CM,7.3667,12.65,69.06,24,0,2.04,clear sky
678,Paamiut,GL,61.994,-49.6678,23.65,91,0,13.87,clear sky
679,Maiduguri,NG,11.8464,13.1603,73.11,21,0,8.86,clear sky
680,Meadow Lake,US,34.8014,-106.5436,50.0,36,20,2.93,few clouds
681,Sassandra,CI,4.95,-6.0833,78.03,89,99,7.76,overcast clouds
682,Nayoro,JP,44.3506,142.4578,15.15,94,100,7.85,light snow
683,Placerville,US,38.7296,-120.7986,61.0,38,75,6.91,broken clouds
684,Biryusinsk,RU,55.9634,97.8235,-32.87,83,24,3.13,few clouds
685,Virginia Beach,US,36.8529,-75.978,44.6,81,90,11.5,moderate rain
686,Dakar,SN,14.6937,-17.4441,75.2,50,0,11.5,clear sky
687,Kibala,TD,9.1104,18.3463,78.8,38,0,1.86,clear sky
688,Kokkola,FI,63.8385,23.1307,23.0,93,20,3.44,light snow
689,Kavaratti,IN,10.5669,72.642,81.41,71,0,8.25,clear sky
690,Taki,IN,22.5861,88.9214,57.2,77,1,5.28,mist
691,Oktyabrskoye,RU,43.0645,44.7417,28.4,93,0,4.47,clear sky
692,Bo Phloi,TH,14.3236,99.5161,72.91,55,3,1.34,clear sky
693,Lewistown,US,40.5992,-77.5714,28.0,100,90,3.44,light snow
694,Parrsboro,CA,45.4001,-64.332,27.0,80,97,4.61,overcast clouds
695,Ponte De Sor,PT,39.2496,-8.0101,59.0,95,72,1.01,broken clouds
696,Atocha,BO,-20.9333,-66.2333,65.84,22,0,13.98,clear sky
